slice_id	is_tissue	cluster	row	column	feature	feature_void
slice_0	1	0	-228.0	-131.63586137523467	0.0	1
slice_0	1	0	-226.0	-128.1717597600969	0.0	1
slice_0	1	0	-224.0	-124.70765814495915	0.0	1
slice_0	1	0	-222.0	-121.2435565298214	0.0	1
slice_0	1	0	-220.0	-117.77945491468365	0.0	1
slice_0	1	0	-218.0	-114.31535329954589	0.0	1
slice_0	1	0	-216.0	-110.85125168440814	0.0	1
slice_0	1	0	-214.0	-107.38715006927039	0.0	1
slice_0	1	0	-212.0	-103.92304845413263	0.0	1
slice_0	1	0	-210.0	-100.45894683899488	0.0	1
slice_0	1	0	-208.0	-96.99484522385713	0.0	1
slice_0	1	0	-206.0	-93.53074360871936	0.0	1
slice_0	1	0	-204.0	-90.06664199358161	0.0	1
slice_0	1	0	-202.0	-86.60254037844386	0.0	1
slice_0	1	0	-200.0	-83.13843876330611	0.0	1
slice_0	1	0	-198.0	-79.67433714816835	0.0	1
slice_0	1	0	-196.0	-76.2102355330306	0.0	1
slice_0	1	0	-194.0	-72.74613391789285	0.0	1
slice_0	1	0	-192.0	-69.28203230275508	0.0	1
slice_0	1	0	-190.0	-65.81793068761733	0.0	1
slice_0	1	0	-188.0	-62.35382907247958	0.0	1
slice_0	1	0	-186.0	-58.88972745734183	0.0	1
slice_0	1	0	-184.0	-55.42562584220407	0.0	1
slice_0	1	0	-182.0	-51.96152422706631	0.0	1
slice_0	1	0	-180.0	-48.49742261192856	0.0	1
slice_0	1	0	-178.0	-45.033320996790806	0.0	1
slice_0	1	0	-176.0	-41.569219381653056	0.0	1
slice_0	1	0	-174.0	-38.1051177665153	0.0	1
slice_0	1	0	-172.0	-34.64101615137754	0.0	1
slice_0	1	0	-170.0	-31.17691453623979	0.0	1
slice_0	1	0	-168.0	-27.712812921102035	0.0	1
slice_0	1	0	-166.0	-24.24871130596428	0.0	1
slice_0	1	0	-164.0	-20.784609690826528	0.0	1
slice_0	1	0	-162.0	-17.32050807568877	0.0	1
slice_0	1	0	-160.0	-13.856406460551018	0.0	1
slice_0	1	0	-158.0	-10.392304845413264	0.0	1
slice_0	1	0	-156.0	-6.928203230275509	0.0	1
slice_0	1	0	-154.0	-3.4641016151377544	0.0	1
slice_0	1	0	-152.0	0.0	0.0	1
slice_0	1	0	-150.0	3.4641016151377544	0.0	1
slice_0	1	0	-148.0	6.928203230275509	0.0	1
slice_0	1	0	-146.0	10.392304845413264	0.0	1
slice_0	1	0	-144.0	13.856406460551018	0.0	1
slice_0	1	0	-142.0	17.32050807568877	0.0	1
slice_0	1	0	-140.0	20.784609690826528	0.0	1
slice_0	1	0	-138.0	24.24871130596428	0.0	1
slice_0	1	0	-136.0	27.712812921102035	0.0	1
slice_0	1	0	-134.0	31.17691453623979	0.0	1
slice_0	1	0	-132.0	34.64101615137754	0.0	1
slice_0	1	0	-130.0	38.1051177665153	0.0	1
slice_0	1	0	-128.0	41.569219381653056	0.0	1
slice_0	1	0	-126.0	45.033320996790806	0.0	1
slice_0	1	0	-124.0	48.49742261192856	0.0	1
slice_0	1	0	-122.0	51.96152422706631	0.0	1
slice_0	1	0	-120.0	55.42562584220407	0.0	1
slice_0	1	0	-118.0	58.88972745734183	0.0	1
slice_0	1	0	-116.0	62.35382907247958	0.0	1
slice_0	1	0	-114.0	65.81793068761733	0.0	1
slice_0	1	0	-112.0	69.28203230275508	0.0	1
slice_0	1	0	-110.0	72.74613391789285	0.0	1
slice_0	1	0	-108.0	76.2102355330306	0.0	1
slice_0	1	0	-106.0	79.67433714816835	0.0	1
slice_0	1	0	-103.99999999999999	83.13843876330611	0.0	1
slice_0	1	0	-101.99999999999999	86.60254037844386	0.0	1
slice_0	1	0	-99.99999999999999	90.06664199358161	0.0	1
slice_0	1	0	-97.99999999999999	93.53074360871936	0.0	1
slice_0	1	0	-95.99999999999999	96.99484522385713	0.0	1
slice_0	1	0	-93.99999999999999	100.45894683899488	0.0	1
slice_0	1	0	-91.99999999999999	103.92304845413263	0.0	1
slice_0	1	0	-89.99999999999999	107.38715006927039	0.0	1
slice_0	1	0	-87.99999999999999	110.85125168440814	0.0	1
slice_0	1	0	-85.99999999999999	114.31535329954589	0.0	1
slice_0	1	0	-83.99999999999999	117.77945491468365	0.0	1
slice_0	1	0	-81.99999999999999	121.2435565298214	0.0	1
slice_0	1	0	-79.99999999999999	124.70765814495915	0.0	1
slice_0	1	0	-77.99999999999999	128.1717597600969	0.0	1
slice_0	1	0	-224.0	-131.63586137523467	0.0	1
slice_0	1	0	-222.0	-128.1717597600969	0.0	1
slice_0	1	0	-220.0	-124.70765814495915	0.0	1
slice_0	1	0	-218.0	-121.2435565298214	0.0	1
slice_0	1	0	-216.0	-117.77945491468365	0.0	1
slice_0	1	0	-214.0	-114.31535329954589	0.0	1
slice_0	1	0	-212.0	-110.85125168440814	0.0	1
slice_0	1	0	-210.0	-107.38715006927039	0.0	1
slice_0	1	0	-208.0	-103.92304845413263	0.0	1
slice_0	1	0	-206.0	-100.45894683899488	0.0	1
slice_0	1	0	-204.0	-96.99484522385713	0.0	1
slice_0	1	0	-202.0	-93.53074360871936	0.0	1
slice_0	1	0	-200.0	-90.06664199358161	0.0	1
slice_0	1	0	-198.0	-86.60254037844386	0.0	1
slice_0	1	0	-196.0	-83.13843876330611	0.0	1
slice_0	1	0	-194.0	-79.67433714816835	0.0	1
slice_0	1	0	-192.0	-76.2102355330306	0.0	1
slice_0	1	0	-190.0	-72.74613391789285	0.0	1
slice_0	1	0	-188.0	-69.28203230275508	0.0	1
slice_0	1	0	-186.0	-65.81793068761733	0.0	1
slice_0	1	0	-184.0	-62.35382907247958	0.0	1
slice_0	1	0	-182.0	-58.88972745734183	0.0	1
slice_0	1	0	-180.0	-55.42562584220407	0.0	1
slice_0	1	0	-178.0	-51.96152422706631	0.0	1
slice_0	1	0	-176.0	-48.49742261192856	0.0	1
slice_0	1	0	-174.0	-45.033320996790806	0.0	1
slice_0	1	0	-172.0	-41.569219381653056	0.0	1
slice_0	1	0	-170.0	-38.1051177665153	0.0	1
slice_0	1	0	-168.0	-34.64101615137754	0.0	1
slice_0	1	0	-166.0	-31.17691453623979	0.0	1
slice_0	1	0	-164.0	-27.712812921102035	0.0	1
slice_0	1	0	-162.0	-24.24871130596428	0.0	1
slice_0	1	0	-160.0	-20.784609690826528	0.0	1
slice_0	1	0	-158.0	-17.32050807568877	0.0	1
slice_0	1	0	-156.0	-13.856406460551018	0.0	1
slice_0	1	0	-154.0	-10.392304845413264	0.0	1
slice_0	1	0	-152.0	-6.928203230275509	0.0	1
slice_0	1	0	-150.0	-3.4641016151377544	0.0	1
slice_0	1	0	-148.0	0.0	0.0	1
slice_0	1	0	-146.0	3.4641016151377544	0.0	1
slice_0	1	0	-144.0	6.928203230275509	0.0	1
slice_0	1	0	-142.0	10.392304845413264	0.0	1
slice_0	1	0	-140.0	13.856406460551018	0.0	1
slice_0	1	0	-138.0	17.32050807568877	0.0	1
slice_0	1	0	-136.0	20.784609690826528	0.0	1
slice_0	1	0	-134.0	24.24871130596428	0.0	1
slice_0	1	0	-132.0	27.712812921102035	0.0	1
slice_0	1	0	-130.0	31.17691453623979	0.0	1
slice_0	1	0	-128.0	34.64101615137754	0.0	1
slice_0	1	0	-126.0	38.1051177665153	0.0	1
slice_0	1	0	-124.0	41.569219381653056	0.0	1
slice_0	1	0	-122.0	45.033320996790806	0.0	1
slice_0	1	0	-120.0	48.49742261192856	0.0	1
slice_0	1	0	-118.0	51.96152422706631	0.0	1
slice_0	1	0	-116.0	55.42562584220407	0.0	1
slice_0	1	0	-114.0	58.88972745734183	0.0	1
slice_0	1	0	-112.0	62.35382907247958	0.0	1
slice_0	1	0	-110.0	65.81793068761733	0.0	1
slice_0	1	0	-108.0	69.28203230275508	0.0	1
slice_0	1	0	-106.0	72.74613391789285	0.0	1
slice_0	1	0	-104.0	76.2102355330306	0.0	1
slice_0	1	0	-102.0	79.67433714816835	0.0	1
slice_0	1	0	-99.99999999999999	83.13843876330611	0.0	1
slice_0	1	0	-97.99999999999999	86.60254037844386	0.0	1
slice_0	1	0	-95.99999999999999	90.06664199358161	0.0	1
slice_0	1	0	-93.99999999999999	93.53074360871936	0.0	1
slice_0	1	0	-91.99999999999999	96.99484522385713	0.0	1
slice_0	1	0	-89.99999999999999	100.45894683899488	0.0	1
slice_0	1	0	-87.99999999999999	103.92304845413263	0.0	1
slice_0	1	0	-85.99999999999999	107.38715006927039	0.0	1
slice_0	1	0	-83.99999999999999	110.85125168440814	0.0	1
slice_0	1	0	-81.99999999999999	114.31535329954589	0.0	1
slice_0	1	0	-79.99999999999999	117.77945491468365	0.0	1
slice_0	1	0	-77.99999999999999	121.2435565298214	0.0	1
slice_0	1	0	-75.99999999999999	124.70765814495915	0.0	1
slice_0	1	0	-73.99999999999999	128.1717597600969	0.0	1
slice_0	1	0	-220.0	-131.63586137523467	0.0	1
slice_0	1	0	-218.0	-128.1717597600969	0.0	1
slice_0	1	0	-216.0	-124.70765814495915	0.0	1
slice_0	1	0	-214.0	-121.2435565298214	0.0	1
slice_0	1	0	-212.0	-117.77945491468365	0.0	1
slice_0	1	0	-210.0	-114.31535329954589	0.0	1
slice_0	1	0	-208.0	-110.85125168440814	0.0	1
slice_0	1	0	-206.0	-107.38715006927039	0.0	1
slice_0	1	0	-204.0	-103.92304845413263	0.0	1
slice_0	1	0	-202.0	-100.45894683899488	0.0	1
slice_0	1	0	-200.0	-96.99484522385713	0.0	1
slice_0	1	0	-198.0	-93.53074360871936	0.0	1
slice_0	1	0	-196.0	-90.06664199358161	0.0	1
slice_0	1	0	-194.0	-86.60254037844386	0.0	1
slice_0	1	0	-192.0	-83.13843876330611	0.0	1
slice_0	1	0	-190.0	-79.67433714816835	0.0	1
